dataset,filename,setting,psnr,ssim,lpips
LSUI,1038.jpg,Raw-input guide,27.111005783081055,0.9585325121879578,0.13223522901535034
LSUI,1037.jpg,Cross-image guide,24.506147384643555,0.9698483943939209,0.20577087998390198
LSUI,1038.jpg,Cross-image guide,26.628650665283203,0.9600920081138611,0.131424680352211
LSUI,1037.jpg,Full spatial guide,33.9896354675293,0.9786279201507568,0.07279036939144135
LSUI,1038.jpg,Full spatial guide,26.157882690429688,0.9625535011291504,0.13649442791938782
LSUI,1039.jpg,Zero guide,19.032304763793945,0.9035040736198425,0.18204759061336517
LSUI,1040.jpg,Zero guide,21.804855346679688,0.8928513526916504,0.21049010753631592
LSUI,1039.jpg,Uniform guide,35.543678283691406,0.9773939251899719,0.028705168515443802
LSUI,1040.jpg,Uniform guide,31.143505096435547,0.9690982699394226,0.055412523448467255
LSUI,1039.jpg,Raw-input guide,31.77978515625,0.9766486287117004,0.038260310888290405
LSUI,1040.jpg,Raw-input guide,33.2900276184082,0.9690113663673401,0.05918434262275696
LSUI,1039.jpg,Cross-image guide,29.87879753112793,0.9771364331245422,0.040968988090753555
LSUI,1040.jpg,Cross-image guide,31.253875732421875,0.9686183929443359,0.05805713310837746
LSUI,1039.jpg,Full spatial guide,32.06969451904297,0.9779727458953857,0.02969319373369217
