dataset,filename,setting,psnr,ssim,lpips
LSUI,2066.jpg,Uniform guide,18.180614471435547,0.7115853428840637,0.25035303831100464
LSUI,2067.jpg,Uniform guide,20.314159393310547,0.8571028113365173,0.28647878766059875
LSUI,2066.jpg,Raw-input guide,26.862525939941406,0.8330865502357483,0.1406276375055313
LSUI,2067.jpg,Raw-input guide,27.71099281311035,0.9051878452301025,0.08994855731725693
LSUI,2066.jpg,Cross-image guide,26.1347599029541,0.8315649628639221,0.13804113864898682
LSUI,2067.jpg,Cross-image guide,24.76414680480957,0.8895490169525146,0.1475888043642044
LSUI,2066.jpg,Full spatial guide,26.839618682861328,0.832876980304718,0.14086541533470154
LSUI,2067.jpg,Full spatial guide,27.944726943969727,0.906982421875,0.08806534111499786
LSUI,2068.jpg,Zero guide,16.382797241210938,0.8783845901489258,0.24791491031646729
LSUI,2069.jpg,Zero guide,19.480093002319336,0.6748815178871155,0.13896964490413666
LSUI,2068.jpg,Uniform guide,16.732574462890625,0.8772022724151611,0.24470798671245575
LSUI,2069.jpg,Uniform guide,19.086095809936523,0.6968016624450684,0.19903558492660522
LSUI,2068.jpg,Raw-input guide,15.436955451965332,0.875114917755127,0.2735077738761902
LSUI,2069.jpg,Raw-input guide,21.668928146362305,0.7005167603492737,0.15607282519340515
LSUI,2068.jpg,Cross-image guide,15.916791915893555,0.8742494583129883,0.26479387283325195
LSUI,2069.jpg,Cross-image guide,18.500545501708984,0.7010931968688965,0.16447602212429047
LSUI,2068.jpg,Full spatial guide,15.557455062866211,0.8764522075653076,0.27263593673706055
LSUI,2069.jpg,Full spatial guide,21.545045852661133,0.6978963017463684,0.15524661540985107
LSUI,2070.jpg,Zero guide,27.93245506286621,0.9289554953575134,0.10282651335000992
LSUI,2071.jpg,Zero guide,25.963172912597656,0.9087120890617371,0.09442849457263947
LSUI,2070.jpg,Uniform guide,19.245534896850586,0.8655726909637451,0.20598042011260986
LSUI,2071.jpg,Uniform guide,28.100099563598633,0.9191338419914246,0.06752274185419083
LSUI,2070.jpg,Raw-input guide,29.679901123046875,0.9314744472503662,0.0910017192363739
LSUI,2071.jpg,Raw-input guide,31.302669525146484,0.9244454503059387,0.05226902663707733
LSUI,2070.jpg,Cross-image guide,25.94447135925293,0.9269270896911621,0.10573999583721161
LSUI,2071.jpg,Cross-image guide,30.81050682067871,0.9243416786193848,0.0574137344956398
LSUI,2070.jpg,Full spatial guide,29.44165802001953,0.9326126575469971,0.08999987691640854
LSUI,2071.jpg,Full spatial guide,31.334774017333984,0.9244815707206726,0.052231382578611374
LSUI,2072.jpg,Zero guide,24.811100006103516,0.9013859629631042,0.1281377673149109
LSUI,2073.jpg,Zero guide,25.23874282836914,0.8640947937965393,0.16303303837776184
LSUI,2072.jpg,Uniform guide,24.217920303344727,0.8968289494514465,0.14196613430976868
LSUI,2073.jpg,Uniform guide,18.022768020629883,0.7245073914527893,0.2816959321498871
LSUI,2072.jpg,Raw-input guide,26.916170120239258,0.9164023399353027,0.08978888392448425
LSUI,2073.jpg,Raw-input guide,28.43297576904297,0.8773186802864075,0.12810347974300385
LSUI,2072.jpg,Cross-image guide,26.81134033203125,0.9152634739875793,0.08982743322849274
LSUI,2073.jpg,Cross-image guide,25.95716094970703,0.8516923785209656,0.15312683582305908
LSUI,2072.jpg,Full spatial guide,26.894481658935547,0.9161481857299805,0.08986656367778778
LSUI,2073.jpg,Full spatial guide,28.453304290771484,0.876488447189331,0.13017605245113373
LSUI,2074.jpg,Zero guide,25.65764617919922,0.9467983841896057,0.16402623057365417
LSUI,2075.jpg,Zero guide,21.196311950683594,0.7819209098815918,0.13258980214595795
LSUI,2074.jpg,Uniform guide,23.55443572998047,0.9379480481147766,0.20753532648086548
LSUI,2075.jpg,Uniform guide,20.445985794067383,0.7809260487556458,0.1365077793598175
LSUI,2074.jpg,Raw-input guide,23.601436614990234,0.9380499720573425,0.18125313520431519
LSUI,2075.jpg,Raw-input guide,25.925365447998047,0.8574931025505066,0.08882853388786316
LSUI,2074.jpg,Cross-image guide,26.862611770629883,0.9481565356254578,0.16557712852954865
LSUI,2075.jpg,Cross-image guide,23.566150665283203,0.7974302172660828,0.09415756165981293
LSUI,2074.jpg,Full spatial guide,23.542247772216797,0.9378499388694763,0.18166323006153107
LSUI,2075.jpg,Full spatial guide,25.934707641601562,0.8573606014251709,0.08887628465890884
LSUI,2997.jpg,Zero guide,22.25069808959961,0.8961078524589539,0.16832293570041656
LSUI,2998.jpg,Zero guide,25.662288665771484,0.7579447627067566,0.12954027950763702
LSUI,2997.jpg,Uniform guide,17.423839569091797,0.8646795749664307,0.25630295276641846
LSUI,2998.jpg,Uniform guide,24.554489135742188,0.7731876373291016,0.15671318769454956
LSUI,2997.jpg,Raw-input guide,19.222875595092773,0.8879537582397461,0.15507061779499054
LSUI,2998.jpg,Raw-input guide,27.192031860351562,0.8407750129699707,0.08905434608459473
LSUI,2997.jpg,Cross-image guide,19.917137145996094,0.893850564956665,0.22076651453971863
LSUI,2998.jpg,Cross-image guide,27.401182174682617,0.8162693977355957,0.08861906081438065
LSUI,2997.jpg,Full spatial guide,19.232433319091797,0.8865174651145935,0.14698606729507446
LSUI,2998.jpg,Full spatial guide,27.192792892456055,0.8411313891410828,0.08903946727514267
LSUI,2999.jpg,Zero guide,25.31359100341797,0.8525290489196777,0.1805112361907959
LSUI,3000.jpg,Zero guide,24.851192474365234,0.8848703503608704,0.19454500079154968
LSUI,2999.jpg,Uniform guide,23.5255126953125,0.8385753631591797,0.21023911237716675
LSUI,3000.jpg,Uniform guide,24.944416046142578,0.8630416989326477,0.2759759724140167
LSUI,2999.jpg,Raw-input guide,30.943965911865234,0.8978675007820129,0.09595954418182373
LSUI,3000.jpg,Raw-input guide,29.275510787963867,0.9065820574760437,0.09148028492927551
LSUI,2999.jpg,Cross-image guide,28.784732818603516,0.8734176754951477,0.11632536351680756
LSUI,3000.jpg,Cross-image guide,29.030479431152344,0.9016388058662415,0.10075484216213226
LSUI,2999.jpg,Full spatial guide,30.94870376586914,0.8979594111442566,0.09569390118122101
LSUI,3000.jpg,Full spatial guide,29.25600814819336,0.90664142370224,0.09145285934209824
LSUI,3001.jpg,Zero guide,27.8790283203125,0.9226091504096985,0.16150608658790588
LSUI,3002.jpg,Zero guide,25.197904586791992,0.8100679516792297,0.13600540161132812
LSUI,3001.jpg,Uniform guide,22.240009307861328,0.9051650166511536,0.16674689948558807
LSUI,3002.jpg,Uniform guide,17.460405349731445,0.7443601489067078,0.26206880807876587
LSUI,3001.jpg,Raw-input guide,22.48914337158203,0.9068572521209717,0.1317419409751892
LSUI,3002.jpg,Raw-input guide,29.994503021240234,0.8994356989860535,0.08261005580425262
LSUI,3001.jpg,Cross-image guide,27.428075790405273,0.9158122539520264,0.14798471331596375
LSUI,3002.jpg,Cross-image guide,27.791271209716797,0.83612060546875,0.09074071794748306
LSUI,3001.jpg,Full spatial guide,22.24744987487793,0.9079280495643616,0.12730702757835388
LSUI,3002.jpg,Full spatial guide,29.950931549072266,0.8997322916984558,0.0836167111992836
LSUI,3003.jpg,Zero guide,18.428194046020508,0.823859453201294,0.3511617183685303
LSUI,3004.jpg,Zero guide,28.639976501464844,0.9174728393554688,0.1281818300485611
LSUI,3003.jpg,Uniform guide,19.336103439331055,0.8275130391120911,0.3712078332901001
LSUI,3004.jpg,Uniform guide,21.54496192932129,0.8590767979621887,0.2707645297050476
LSUI,3003.jpg,Raw-input guide,24.306045532226562,0.8675384521484375,0.19436712563037872
LSUI,3004.jpg,Raw-input guide,29.61185073852539,0.921658992767334,0.09784816205501556
LSUI,3003.jpg,Cross-image guide,23.589237213134766,0.860652506351471,0.20586548745632172
LSUI,3004.jpg,Cross-image guide,29.734479904174805,0.9197301864624023,0.09579601138830185
LSUI,3003.jpg,Full spatial guide,24.33546257019043,0.8683616518974304,0.19434361159801483
LSUI,3004.jpg,Full spatial guide,29.446746826171875,0.9215840697288513,0.09805373102426529
LSUI,3005.jpg,Zero guide,24.8837833404541,0.8792402148246765,0.15686973929405212
LSUI,3006.jpg,Zero guide,24.017810821533203,0.7916390299797058,0.1504645049571991
LSUI,3005.jpg,Uniform guide,27.246627807617188,0.8933343887329102,0.1387501060962677
LSUI,3006.jpg,Uniform guide,17.402957916259766,0.6986406445503235,0.28703898191452026
LSUI,3005.jpg,Raw-input guide,27.766334533691406,0.9063196778297424,0.08666762709617615
LSUI,3006.jpg,Raw-input guide,26.781497955322266,0.8261646628379822,0.12513835728168488
LSUI,3005.jpg,Cross-image guide,27.392906188964844,0.9031980633735657,0.09110613912343979
LSUI,3006.jpg,Cross-image guide,26.605043411254883,0.8140487670898438,0.10911927372217178
LSUI,3005.jpg,Full spatial guide,27.825580596923828,0.9065387845039368,0.08643120527267456
LSUI,3006.jpg,Full spatial guide,26.78534698486328,0.82598876953125,0.12537677586078644
LSUI,3007.jpg,Zero guide,24.47784423828125,0.8735974431037903,0.22324888408184052
LSUI,3008.jpg,Zero guide,23.610593795776367,0.8671041131019592,0.14759458601474762
LSUI,3007.jpg,Uniform guide,21.14936637878418,0.8340863585472107,0.33258897066116333
LSUI,3008.jpg,Uniform guide,21.157554626464844,0.855621874332428,0.20028084516525269
LSUI,3007.jpg,Raw-input guide,26.66276741027832,0.8893672823905945,0.17099079489707947
LSUI,3008.jpg,Raw-input guide,30.534412384033203,0.9154548645019531,0.07008733600378036
LSUI,3007.jpg,Cross-image guide,26.55059814453125,0.8912288546562195,0.1648639738559723
LSUI,3008.jpg,Cross-image guide,30.042457580566406,0.9063113331794739,0.07270662486553192
LSUI,3007.jpg,Full spatial guide,26.68998908996582,0.8895800709724426,0.1701584756374359
LSUI,3008.jpg,Full spatial guide,30.533885955810547,0.9154524207115173,0.07008567452430725
LSUI,3009.jpg,Zero guide,21.070775985717773,0.8761122226715088,0.1900371015071869
LSUI,3010.jpg,Zero guide,25.85028648376465,0.9030184149742126,0.15222954750061035
LSUI,3009.jpg,Uniform guide,21.23784828186035,0.8660847544670105,0.2632676661014557
LSUI,3010.jpg,Uniform guide,24.5350284576416,0.8766748309135437,0.28383177518844604
LSUI,3009.jpg,Raw-input guide,25.84180450439453,0.9053456783294678,0.11573750525712967
LSUI,3010.jpg,Raw-input guide,28.682178497314453,0.9121071696281433,0.09916657954454422
LSUI,3009.jpg,Cross-image guide,25.829256057739258,0.9049627780914307,0.1068747267127037
LSUI,3010.jpg,Cross-image guide,27.961196899414062,0.9095728993415833,0.11199497431516647
LSUI,3009.jpg,Full spatial guide,25.80730438232422,0.9053567051887512,0.114383764564991
LSUI,3010.jpg,Full spatial guide,28.682235717773438,0.9121344685554504,0.09901955723762512
LSUI,3011.jpg,Zero guide,29.04484748840332,0.8789665102958679,0.08982199430465698
LSUI,3012.jpg,Zero guide,22.698486328125,0.8734734654426575,0.2828346788883209
LSUI,3011.jpg,Uniform guide,29.695110321044922,0.7855483889579773,0.11727728694677353
LSUI,3012.jpg,Uniform guide,21.64963722229004,0.864945650100708,0.3775254786014557
LSUI,3011.jpg,Raw-input guide,30.84653091430664,0.8735880851745605,0.07635708898305893
LSUI,3012.jpg,Raw-input guide,27.850725173950195,0.9193175435066223,0.12023617327213287
LSUI,3011.jpg,Cross-image guide,32.40443420410156,0.8739185929298401,0.07497304677963257
LSUI,3012.jpg,Cross-image guide,27.469364166259766,0.9155533909797668,0.1211525946855545
LSUI,3011.jpg,Full spatial guide,30.966796875,0.8729977607727051,0.07612145692110062
LSUI,3012.jpg,Full spatial guide,27.866092681884766,0.9198467135429382,0.12037912756204605
LSUI,3013.jpg,Zero guide,25.01024055480957,0.8243439197540283,0.17486540973186493
LSUI,3014.jpg,Zero guide,24.776042938232422,0.7880740165710449,0.1728384792804718
LSUI,3013.jpg,Uniform guide,18.945663452148438,0.7436137795448303,0.27212095260620117
LSUI,3014.jpg,Uniform guide,18.954315185546875,0.734000027179718,0.2768923044204712
LSUI,3013.jpg,Raw-input guide,29.539989471435547,0.8978747725486755,0.1146077811717987
LSUI,3014.jpg,Raw-input guide,25.34528923034668,0.8339411616325378,0.13990846276283264
LSUI,3013.jpg,Cross-image guide,30.283605575561523,0.8962587714195251,0.13482613861560822
LSUI,3014.jpg,Cross-image guide,26.45568084716797,0.8230493664741516,0.12423078715801239
LSUI,3013.jpg,Full spatial guide,28.827781677246094,0.8960590362548828,0.11545911431312561
LSUI,3014.jpg,Full spatial guide,25.36991310119629,0.8344162106513977,0.13951554894447327
LSUI,3015.jpg,Zero guide,24.444202423095703,0.8637996315956116,0.2983938455581665
LSUI,3016.jpg,Zero guide,19.84476661682129,0.7980671525001526,0.34121274948120117
LSUI,3015.jpg,Uniform guide,21.47305679321289,0.8214481472969055,0.402256578207016
LSUI,3016.jpg,Uniform guide,21.579246520996094,0.819142758846283,0.3401457965373993
LSUI,3015.jpg,Raw-input guide,26.755369186401367,0.8888646960258484,0.15776878595352173
LSUI,3016.jpg,Raw-input guide,27.31808090209961,0.8704476356506348,0.14018669724464417
LSUI,3015.jpg,Cross-image guide,26.95807647705078,0.8906674981117249,0.16333791613578796
LSUI,3016.jpg,Cross-image guide,26.59044075012207,0.8643696904182434,0.14648307859897614
LSUI,3015.jpg,Full spatial guide,27.138504028320312,0.8905159831047058,0.15561111271381378
LSUI,3016.jpg,Full spatial guide,27.316198348999023,0.8704701066017151,0.14010056853294373
LSUI,3017.jpg,Zero guide,28.2662410736084,0.9164212346076965,0.13473591208457947
LSUI,3018.jpg,Zero guide,27.284358978271484,0.8785555362701416,0.06116810068488121
LSUI,3017.jpg,Uniform guide,27.8157901763916,0.9194765686988831,0.1011083722114563
LSUI,3018.jpg,Uniform guide,30.974262237548828,0.9155401587486267,0.05670754611492157
LSUI,3017.jpg,Raw-input guide,29.783048629760742,0.9255983233451843,0.07291235029697418
LSUI,3018.jpg,Raw-input guide,30.224943161010742,0.908806324005127,0.060513898730278015
LSUI,3017.jpg,Cross-image guide,29.083148956298828,0.9237227439880371,0.08049710839986801
LSUI,3018.jpg,Cross-image guide,29.460447311401367,0.9145987629890442,0.06594369560480118
LSUI,3017.jpg,Full spatial guide,29.781158447265625,0.9255892634391785,0.07275833934545517
LSUI,3018.jpg,Full spatial guide,30.22553253173828,0.9088007807731628,0.060526855289936066
LSUI,3019.jpg,Zero guide,26.390094757080078,0.8692715764045715,0.2652069926261902
LSUI,3020.jpg,Zero guide,20.66320037841797,0.8360397815704346,0.29084205627441406
LSUI,3019.jpg,Uniform guide,16.449010848999023,0.6845782399177551,0.4242672324180603
LSUI,3020.jpg,Uniform guide,15.751361846923828,0.714506208896637,0.39015650749206543
LSUI,3019.jpg,Raw-input guide,26.977121353149414,0.876018226146698,0.18965205550193787
LSUI,3020.jpg,Raw-input guide,25.958749771118164,0.8855111002922058,0.1381177455186844
LSUI,3019.jpg,Cross-image guide,25.927799224853516,0.8727762699127197,0.2097872644662857
LSUI,3020.jpg,Cross-image guide,21.324790954589844,0.8612270951271057,0.1876431256532669
LSUI,3019.jpg,Full spatial guide,27.017087936401367,0.876414954662323,0.18991971015930176
LSUI,3020.jpg,Full spatial guide,25.886003494262695,0.8855311274528503,0.1385738104581833
LSUI,3021.jpg,Zero guide,24.635923385620117,0.7820334434509277,0.1602204442024231
LSUI,3022.jpg,Zero guide,23.803150177001953,0.8971993327140808,0.1648809164762497
LSUI,3021.jpg,Uniform guide,19.921131134033203,0.75006103515625,0.263825386762619
LSUI,3022.jpg,Uniform guide,15.778287887573242,0.7639994025230408,0.264400452375412
LSUI,3021.jpg,Raw-input guide,27.40499496459961,0.8731220364570618,0.10948570817708969
LSUI,3022.jpg,Raw-input guide,28.02812385559082,0.9122856259346008,0.10105785727500916
LSUI,3021.jpg,Cross-image guide,26.032142639160156,0.7999593615531921,0.12757615745067596
LSUI,3022.jpg,Cross-image guide,25.425607681274414,0.904825747013092,0.1069965586066246
LSUI,3021.jpg,Full spatial guide,27.406625747680664,0.8731206059455872,0.10941261053085327
LSUI,3022.jpg,Full spatial guide,28.12097930908203,0.9124839901924133,0.09954570233821869
LSUI,3023.jpg,Zero guide,22.72390365600586,0.8154125213623047,0.23392191529273987
LSUI,3024.jpg,Zero guide,22.505611419677734,0.8411293029785156,0.31053751707077026
LSUI,3023.jpg,Uniform guide,18.692825317382812,0.7757739424705505,0.2916524410247803
LSUI,3024.jpg,Uniform guide,21.63007354736328,0.812473714351654,0.42224350571632385
LSUI,3023.jpg,Raw-input guide,27.993370056152344,0.8603437542915344,0.14372310042381287
LSUI,3024.jpg,Raw-input guide,24.58698272705078,0.8705530166625977,0.19119125604629517
LSUI,3023.jpg,Cross-image guide,26.08608055114746,0.8394439220428467,0.14449161291122437
LSUI,3024.jpg,Cross-image guide,27.64086151123047,0.8777772784233093,0.1659023016691208
LSUI,3023.jpg,Full spatial guide,27.972719192504883,0.8604245185852051,0.14320681989192963
LSUI,3024.jpg,Full spatial guide,25.185619354248047,0.8737361431121826,0.17960499227046967
LSUI,3025.jpg,Zero guide,25.62740135192871,0.8976337313652039,0.15364035964012146
LSUI,3026.jpg,Zero guide,24.753372192382812,0.8069953918457031,0.16229671239852905
LSUI,3025.jpg,Uniform guide,18.1859130859375,0.829871654510498,0.29716363549232483
LSUI,3026.jpg,Uniform guide,23.898107528686523,0.7958931922912598,0.16524581611156464
LSUI,3025.jpg,Raw-input guide,29.053918838500977,0.9096018671989441,0.09505142271518707
LSUI,3026.jpg,Raw-input guide,27.214569091796875,0.83524489402771,0.11591729521751404
LSUI,3025.jpg,Cross-image guide,28.008121490478516,0.9082525372505188,0.09299314022064209
LSUI,3026.jpg,Cross-image guide,27.313413619995117,0.8333629965782166,0.12076780200004578
LSUI,3025.jpg,Full spatial guide,28.844871520996094,0.9101033806800842,0.09433723241090775
LSUI,3026.jpg,Full spatial guide,27.196073532104492,0.8352651596069336,0.1160433366894722
LSUI,3027.jpg,Zero guide,23.449918746948242,0.7319729328155518,0.2006131112575531
LSUI,3028.jpg,Zero guide,23.76664924621582,0.8896494507789612,0.09917208552360535
LSUI,3027.jpg,Uniform guide,19.587594985961914,0.6878037452697754,0.22334282100200653
LSUI,3028.jpg,Uniform guide,24.620054244995117,0.8833664059638977,0.11284427344799042
LSUI,3027.jpg,Raw-input guide,27.198503494262695,0.7930271625518799,0.157246932387352
LSUI,3028.jpg,Raw-input guide,26.835189819335938,0.8448421359062195,0.0869787409901619
LSUI,3027.jpg,Cross-image guide,26.088830947875977,0.7701301574707031,0.16141173243522644
LSUI,3028.jpg,Cross-image guide,28.225357055664062,0.8971536159515381,0.09429832547903061
LSUI,3027.jpg,Full spatial guide,27.20720672607422,0.7930488586425781,0.15725058317184448
LSUI,3028.jpg,Full spatial guide,26.923933029174805,0.8450355529785156,0.08719819784164429
LSUI,3029.jpg,Zero guide,25.792346954345703,0.8953431248664856,0.1845005303621292
LSUI,3030.jpg,Zero guide,17.701932907104492,0.8583798408508301,0.20158405601978302
LSUI,3029.jpg,Uniform guide,28.585796356201172,0.9047167897224426,0.15713942050933838
LSUI,3030.jpg,Uniform guide,18.5161190032959,0.8277009129524231,0.2474323958158493
LSUI,3029.jpg,Raw-input guide,29.357994079589844,0.9112058281898499,0.12932980060577393
LSUI,3030.jpg,Raw-input guide,27.857887268066406,0.9135474562644958,0.10881711542606354
LSUI,3029.jpg,Cross-image guide,29.138383865356445,0.9084412455558777,0.14157387614250183
LSUI,3030.jpg,Cross-image guide,27.409542083740234,0.9110124111175537,0.11285962164402008
LSUI,3029.jpg,Full spatial guide,29.348796844482422,0.9112727046012878,0.1276284158229828
LSUI,3030.jpg,Full spatial guide,27.924537658691406,0.9136567711830139,0.1089729517698288
LSUI,3031.jpg,Zero guide,22.752471923828125,0.8625139594078064,0.17567943036556244
LSUI,3032.jpg,Zero guide,28.149030685424805,0.8944633603096008,0.21064192056655884
LSUI,3031.jpg,Uniform guide,22.368438720703125,0.8926186561584473,0.22119168937206268
LSUI,3032.jpg,Uniform guide,28.922157287597656,0.8979828953742981,0.13892145454883575
LSUI,3031.jpg,Raw-input guide,27.308746337890625,0.9323952198028564,0.06963752210140228
LSUI,3032.jpg,Raw-input guide,30.0601749420166,0.9015517830848694,0.10593853145837784
LSUI,3031.jpg,Cross-image guide,28.19910430908203,0.911867082118988,0.08556924760341644
LSUI,3032.jpg,Cross-image guide,29.693660736083984,0.9008178114891052,0.1017126813530922
LSUI,3031.jpg,Full spatial guide,27.35702133178711,0.932828426361084,0.06964793056249619
LSUI,3032.jpg,Full spatial guide,30.06790542602539,0.9015660881996155,0.1055542379617691
LSUI,3033.jpg,Zero guide,25.727813720703125,0.8871005177497864,0.21006447076797485
LSUI,3034.jpg,Zero guide,25.54340362548828,0.8994640707969666,0.18624909222126007
LSUI,3033.jpg,Uniform guide,23.769908905029297,0.8640342354774475,0.3603242039680481
LSUI,3034.jpg,Uniform guide,20.507123947143555,0.8019765019416809,0.27759861946105957
LSUI,3033.jpg,Raw-input guide,27.099332809448242,0.9004084467887878,0.1323947161436081
LSUI,3034.jpg,Raw-input guide,28.272302627563477,0.9189605116844177,0.10832859575748444
LSUI,3033.jpg,Cross-image guide,25.885255813598633,0.8980618119239807,0.13775458931922913
LSUI,3034.jpg,Cross-image guide,27.992782592773438,0.9189185500144958,0.11890406906604767
LSUI,3033.jpg,Full spatial guide,27.10727882385254,0.9005143642425537,0.13203617930412292
LSUI,3034.jpg,Full spatial guide,28.27981948852539,0.918922483921051,0.1079929769039154
LSUI,3035.jpg,Zero guide,26.988632202148438,0.9138504862785339,0.1520630121231079
LSUI,3036.jpg,Zero guide,26.289623260498047,0.858361542224884,0.1475682109594345
LSUI,3035.jpg,Uniform guide,23.10741424560547,0.89088374376297,0.22239765524864197
LSUI,3036.jpg,Uniform guide,18.375221252441406,0.779525101184845,0.26908987760543823
LSUI,3035.jpg,Raw-input guide,27.517345428466797,0.9239869117736816,0.09589608758687973
LSUI,3036.jpg,Raw-input guide,27.347156524658203,0.8600959181785583,0.12146958708763123
LSUI,3035.jpg,Cross-image guide,27.465831756591797,0.9219439625740051,0.09719618409872055
LSUI,3036.jpg,Cross-image guide,27.699907302856445,0.8654541373252869,0.11797367036342621
LSUI,3035.jpg,Full spatial guide,27.51167106628418,0.9239972233772278,0.09588438272476196
LSUI,3036.jpg,Full spatial guide,27.415756225585938,0.860571563243866,0.1217355728149414
LSUI,3037.jpg,Zero guide,27.592243194580078,0.890490710735321,0.16783231496810913
LSUI,3038.jpg,Zero guide,23.138824462890625,0.9115982055664062,0.1120280995965004
LSUI,3037.jpg,Uniform guide,23.210281372070312,0.7736205458641052,0.22376731038093567
LSUI,3038.jpg,Uniform guide,20.066059112548828,0.8702219128608704,0.22593411803245544
LSUI,3037.jpg,Raw-input guide,29.90768814086914,0.9035093188285828,0.10555824637413025
LSUI,3038.jpg,Raw-input guide,28.597553253173828,0.9210730195045471,0.08848681300878525
LSUI,3037.jpg,Cross-image guide,30.78801727294922,0.9050331115722656,0.09567822515964508
LSUI,3038.jpg,Cross-image guide,28.54720687866211,0.922473132610321,0.09330485016107559
LSUI,3037.jpg,Full spatial guide,29.80137825012207,0.9029541611671448,0.10489713400602341
LSUI,3038.jpg,Full spatial guide,28.770706176757812,0.9212948679924011,0.08736035227775574
LSUI,3039.jpg,Zero guide,29.887760162353516,0.9025588035583496,0.19421374797821045
LSUI,3040.jpg,Zero guide,24.7657413482666,0.8457934856414795,0.1897478550672531
LSUI,3039.jpg,Uniform guide,27.94184112548828,0.9000630378723145,0.19066864252090454
LSUI,3040.jpg,Uniform guide,24.989469528198242,0.8403596878051758,0.14164391160011292
LSUI,3039.jpg,Raw-input guide,31.07363510131836,0.9102829098701477,0.11386622488498688
LSUI,3040.jpg,Raw-input guide,28.63666343688965,0.8918071389198303,0.13251511752605438
LSUI,3039.jpg,Cross-image guide,28.105867385864258,0.8990476131439209,0.13380175828933716
LSUI,3040.jpg,Cross-image guide,27.90500259399414,0.8832597136497498,0.13627392053604126
LSUI,3039.jpg,Full spatial guide,30.958209991455078,0.9102661609649658,0.11403700709342957
LSUI,3040.jpg,Full spatial guide,28.64190673828125,0.8911089301109314,0.1322757601737976
LSUI,3041.jpg,Zero guide,23.7032413482666,0.8877946734428406,0.09734776616096497
LSUI,3042.jpg,Zero guide,23.179719924926758,0.9213282465934753,0.13889935612678528
LSUI,3041.jpg,Uniform guide,15.192207336425781,0.7626276612281799,0.19974775612354279
LSUI,3042.jpg,Uniform guide,23.13959503173828,0.921687126159668,0.1491696536540985
LSUI,3041.jpg,Raw-input guide,29.03212547302246,0.9066699147224426,0.06958137452602386
LSUI,3042.jpg,Raw-input guide,25.580453872680664,0.9243931770324707,0.11967512220144272
LSUI,3041.jpg,Cross-image guide,28.192890167236328,0.9042295813560486,0.07401330769062042
LSUI,3042.jpg,Cross-image guide,26.885147094726562,0.9289373755455017,0.11282789707183838
LSUI,3041.jpg,Full spatial guide,29.071685791015625,0.9069284796714783,0.06881856918334961
LSUI,3042.jpg,Full spatial guide,25.74152183532715,0.9248275756835938,0.11831153929233551
LSUI,3043.jpg,Zero guide,22.622997283935547,0.8569408059120178,0.18996573984622955
LSUI,3044.jpg,Zero guide,26.194568634033203,0.9000895023345947,0.13624559342861176
LSUI,3043.jpg,Uniform guide,24.68341636657715,0.8604159355163574,0.15860337018966675
LSUI,3044.jpg,Uniform guide,21.532747268676758,0.8379562497138977,0.22465181350708008
LSUI,3043.jpg,Raw-input guide,22.34400177001953,0.8608458638191223,0.13515372574329376
LSUI,3044.jpg,Raw-input guide,25.694442749023438,0.8985133767127991,0.10615667700767517
LSUI,3043.jpg,Cross-image guide,16.723730087280273,0.844273567199707,0.1797790378332138
LSUI,3044.jpg,Cross-image guide,24.337413787841797,0.8918054699897766,0.11590397357940674
LSUI,3043.jpg,Full spatial guide,20.924551010131836,0.8585207462310791,0.14277562499046326
LSUI,3044.jpg,Full spatial guide,25.683128356933594,0.8985001444816589,0.10631881654262543
LSUI,3045.jpg,Zero guide,17.029979705810547,0.7763447165489197,0.20017418265342712
LSUI,3046.jpg,Zero guide,26.445037841796875,0.8933835625648499,0.21525269746780396
LSUI,3045.jpg,Uniform guide,16.658266067504883,0.7536507248878479,0.21663358807563782
LSUI,3046.jpg,Uniform guide,17.822853088378906,0.7514626979827881,0.3316109776496887
LSUI,3045.jpg,Raw-input guide,27.882781982421875,0.8880229592323303,0.08034641295671463
LSUI,3046.jpg,Raw-input guide,25.793659210205078,0.8994554877281189,0.1520145684480667
LSUI,3045.jpg,Cross-image guide,27.22140121459961,0.8514465689659119,0.09030593931674957
LSUI,3046.jpg,Cross-image guide,25.821226119995117,0.9007844924926758,0.15343111753463745
LSUI,3045.jpg,Full spatial guide,27.917545318603516,0.8881285786628723,0.0803154930472374
LSUI,3046.jpg,Full spatial guide,25.92779541015625,0.900239884853363,0.1495177149772644
LSUI,3047.jpg,Zero guide,25.107736587524414,0.8882630467414856,0.21012429893016815
LSUI,3048.jpg,Zero guide,26.2059383392334,0.9295745491981506,0.11518269777297974
LSUI,3047.jpg,Uniform guide,21.510906219482422,0.8446798324584961,0.32037949562072754
LSUI,3048.jpg,Uniform guide,23.23248291015625,0.9097204208374023,0.18256503343582153
LSUI,3047.jpg,Raw-input guide,27.690393447875977,0.9205591678619385,0.096334308385849
LSUI,3048.jpg,Raw-input guide,27.995952606201172,0.9413743615150452,0.08092694729566574
LSUI,3047.jpg,Cross-image guide,27.792827606201172,0.9212328791618347,0.09499877691268921
LSUI,3048.jpg,Cross-image guide,27.31542205810547,0.940405547618866,0.08094872534275055
LSUI,3047.jpg,Full spatial guide,27.732295989990234,0.9208052754402161,0.09549004584550858
LSUI,3048.jpg,Full spatial guide,27.99555206298828,0.9413698315620422,0.08092184364795685
