dataset,filename,severity,spatial_score,method,psnr,ssim
LSUI,3086.jpg,Mild,5.685690402984619,Uniform guide,22.31991195678711,0.8583181500434875
LSUI,3087.jpg,Moderate,6.733147621154785,Uniform guide,25.931861877441406,0.8416773676872253
LSUI,3088.jpg,Severe,8.201327323913574,Uniform guide,19.905454635620117,0.7452722191810608
LSUI,3089.jpg,Severe,8.129585266113281,Uniform guide,23.76941680908203,0.9161539077758789
LSUI,3090.jpg,Severe,9.679265022277832,Uniform guide,25.96187973022461,0.8879542946815491
LSUI,3091.jpg,Moderate,6.578815460205078,Uniform guide,26.236454010009766,0.815178632736206
LSUI,3092.jpg,Mild,3.2940056324005127,Uniform guide,22.390514373779297,0.883520781993866
LSUI,3085.jpg,Severe,9.862863540649414,PROTEUS,30.419776916503906,0.8809936046600342
LSUI,3086.jpg,Mild,5.685690402984619,PROTEUS,24.461881637573242,0.8897101283073425
LSUI,3087.jpg,Moderate,6.733147621154785,PROTEUS,27.999553680419922,0.8761149048805237
LSUI,3088.jpg,Severe,8.201327323913574,PROTEUS,27.0345458984375,0.8792464137077332
LSUI,3089.jpg,Severe,8.129585266113281,PROTEUS,29.253101348876953,0.9297516942024231
LSUI,3090.jpg,Severe,9.679265022277832,PROTEUS,26.97617530822754,0.8955203890800476
LSUI,3091.jpg,Moderate,6.578815460205078,PROTEUS,27.65251922607422,0.8542763590812683
LSUI,3092.jpg,Mild,3.2940056324005127,PROTEUS,30.48762321472168,0.9172203540802002
LSUI,3093.jpg,Moderate,6.891269683837891,Input,22.554969787597656,0.8045363426208496
LSUI,3094.jpg,Moderate,6.705133438110352,Input,21.378992080688477,0.8542096614837646
LSUI,3095.jpg,Mild,5.067385196685791,Input,20.220558166503906,0.8461912274360657
LSUI,3096.jpg,Severe,7.991580486297607,Input,20.832321166992188,0.8209890723228455
LSUI,3097.jpg,Severe,13.504586219787598,Input,18.834869384765625,0.8089969754219055
LSUI,3098.jpg,Severe,8.75677490234375,Input,20.389535903930664,0.8234965801239014
LSUI,3099.jpg,Mild,5.805680274963379,Input,21.69806480407715,0.84861820936203
LSUI,3100.jpg,Mild,5.398457050323486,Input,21.975658416748047,0.8114635348320007
LSUI,3093.jpg,Moderate,6.891269683837891,WWE-UIE,26.857181549072266,0.867307186126709
LSUI,3094.jpg,Moderate,6.705133438110352,WWE-UIE,29.053647994995117,0.9232649803161621
LSUI,3095.jpg,Mild,5.067385196685791,WWE-UIE,24.626819610595703,0.9215424656867981
LSUI,3096.jpg,Severe,7.991580486297607,WWE-UIE,30.52001953125,0.9001380801200867
LSUI,3097.jpg,Severe,13.504586219787598,WWE-UIE,27.863658905029297,0.8858823776245117
LSUI,3098.jpg,Severe,8.75677490234375,WWE-UIE,29.816532135009766,0.9155939221382141
LSUI,3099.jpg,Mild,5.805680274963379,WWE-UIE,26.145658493041992,0.9112346768379211
LSUI,3100.jpg,Mild,5.398457050323486,WWE-UIE,28.18946647644043,0.8691837191581726
LSUI,3093.jpg,Moderate,6.891269683837891,Uniform guide,24.756336212158203,0.8594825863838196
LSUI,3094.jpg,Moderate,6.705133438110352,Uniform guide,28.94219207763672,0.9245590567588806
LSUI,3095.jpg,Mild,5.067385196685791,Uniform guide,20.327014923095703,0.8833550810813904
LSUI,3096.jpg,Severe,7.991580486297607,Uniform guide,23.591718673706055,0.8623315691947937
LSUI,3097.jpg,Severe,13.504586219787598,Uniform guide,26.81131362915039,0.8790684342384338
LSUI,3098.jpg,Severe,8.75677490234375,Uniform guide,22.177448272705078,0.8657660484313965
LSUI,3099.jpg,Mild,5.805680274963379,Uniform guide,21.65912437438965,0.8602973818778992
LSUI,3100.jpg,Mild,5.398457050323486,Uniform guide,21.390575408935547,0.8317039608955383
LSUI,3093.jpg,Moderate,6.891269683837891,PROTEUS,27.644575119018555,0.8824288249015808
LSUI,3094.jpg,Moderate,6.705133438110352,PROTEUS,29.63047218322754,0.9253118634223938
LSUI,3095.jpg,Mild,5.067385196685791,PROTEUS,26.101085662841797,0.9240567684173584
LSUI,3096.jpg,Severe,7.991580486297607,PROTEUS,29.903013229370117,0.904900848865509
LSUI,3097.jpg,Severe,13.504586219787598,PROTEUS,27.628093719482422,0.8856292366981506
LSUI,3098.jpg,Severe,8.75677490234375,PROTEUS,31.73731803894043,0.9223524928092957
LSUI,3099.jpg,Mild,5.805680274963379,PROTEUS,26.278383255004883,0.9140915274620056
LSUI,3100.jpg,Mild,5.398457050323486,PROTEUS,27.439592361450195,0.8701960444450378
LSUI,3997.jpg,Mild,5.321595191955566,Input,22.80032730102539,0.8421196937561035
LSUI,3998.jpg,Moderate,6.8684515953063965,Input,20.429275512695312,0.8471949696540833
LSUI,3999.jpg,Mild,4.660969257354736,Input,18.29302215576172,0.8494770526885986
LSUI,4000.jpg,Severe,8.925676345825195,Input,17.04045867919922,0.8384296298027039
LSUI,4001.jpg,Moderate,6.334118366241455,Input,22.137584686279297,0.8310129046440125
LSUI,4002.jpg,Mild,4.698115825653076,Input,18.97457504272461,0.7802462577819824
LSUI,4003.jpg,Moderate,7.518050670623779,Input,20.575239181518555,0.8806492686271667
LSUI,4004.jpg,Moderate,6.91425085067749,Input,23.515731811523438,0.8901780247688293
LSUI,3997.jpg,Mild,5.321595191955566,WWE-UIE,31.209850311279297,0.9051397442817688
LSUI,3998.jpg,Moderate,6.8684515953063965,WWE-UIE,29.628084182739258,0.9364571571350098
LSUI,3999.jpg,Mild,4.660969257354736,WWE-UIE,29.2628173828125,0.9389936327934265
LSUI,4000.jpg,Severe,8.925676345825195,WWE-UIE,19.053386688232422,0.891880214214325
LSUI,4001.jpg,Moderate,6.334118366241455,WWE-UIE,28.67339324951172,0.896766722202301
LSUI,4002.jpg,Mild,4.698115825653076,WWE-UIE,29.560245513916016,0.9261094927787781
LSUI,4003.jpg,Moderate,7.518050670623779,WWE-UIE,23.558923721313477,0.9314274191856384
LSUI,4004.jpg,Moderate,6.91425085067749,WWE-UIE,27.623550415039062,0.9064781069755554
LSUI,3997.jpg,Mild,5.321595191955566,Uniform guide,31.223371505737305,0.8916377425193787
LSUI,3998.jpg,Moderate,6.8684515953063965,Uniform guide,31.13848876953125,0.9383671879768372
LSUI,3999.jpg,Mild,4.660969257354736,Uniform guide,25.680248260498047,0.9107906222343445
LSUI,4000.jpg,Severe,8.925676345825195,Uniform guide,20.3873291015625,0.8831179738044739
LSUI,4001.jpg,Moderate,6.334118366241455,Uniform guide,30.140792846679688,0.9189909100532532
LSUI,4002.jpg,Mild,4.698115825653076,Uniform guide,27.855926513671875,0.9170390963554382
LSUI,4003.jpg,Moderate,7.518050670623779,Uniform guide,24.497055053710938,0.9319018721580505
LSUI,4004.jpg,Moderate,6.91425085067749,Uniform guide,24.12832260131836,0.7706758379936218
LSUI,3997.jpg,Mild,5.321595191955566,PROTEUS,31.616214752197266,0.8999523520469666
LSUI,3998.jpg,Moderate,6.8684515953063965,PROTEUS,32.122474670410156,0.9413943886756897
LSUI,3999.jpg,Mild,4.660969257354736,PROTEUS,28.380573272705078,0.9359424710273743
LSUI,4000.jpg,Severe,8.925676345825195,PROTEUS,22.434513092041016,0.9020791053771973
LSUI,4001.jpg,Moderate,6.334118366241455,PROTEUS,30.387666702270508,0.9176846146583557
LSUI,4002.jpg,Mild,4.698115825653076,PROTEUS,30.038299560546875,0.926971435546875
LSUI,4003.jpg,Moderate,7.518050670623779,PROTEUS,26.149887084960938,0.9368338584899902
LSUI,4004.jpg,Moderate,6.91425085067749,PROTEUS,30.178722381591797,0.8402950763702393
LSUI,4005.jpg,Moderate,7.142219066619873,Input,21.24896240234375,0.8479478359222412
LSUI,4006.jpg,Severe,8.204176902770996,Input,19.056041717529297,0.8355639576911926
LSUI,4007.jpg,Moderate,5.983578681945801,Input,16.07172393798828,0.7768366932868958
LSUI,4008.jpg,Moderate,7.077466011047363,Input,18.26437759399414,0.8018176555633545
LSUI,4009.jpg,Mild,3.8136162757873535,Input,23.892717361450195,0.8238406181335449
LSUI,4010.jpg,Moderate,7.371936321258545,Input,19.786239624023438,0.8314643502235413
LSUI,4011.jpg,Moderate,6.98835563659668,Input,21.708524703979492,0.8171005249023438
LSUI,4012.jpg,Mild,4.780290126800537,Input,18.870651245117188,0.8390138149261475
LSUI,4005.jpg,Moderate,7.142219066619873,WWE-UIE,29.305103302001953,0.9216334223747253
LSUI,4006.jpg,Severe,8.204176902770996,WWE-UIE,28.86354637145996,0.9322546124458313
LSUI,4007.jpg,Moderate,5.983578681945801,WWE-UIE,18.768415451049805,0.8547852635383606
LSUI,4008.jpg,Moderate,7.077466011047363,WWE-UIE,28.594249725341797,0.9179463386535645
LSUI,4009.jpg,Mild,3.8136162757873535,WWE-UIE,27.358224868774414,0.8844581246376038
LSUI,4010.jpg,Moderate,7.371936321258545,WWE-UIE,30.685958862304688,0.9322862029075623
LSUI,4011.jpg,Moderate,6.98835563659668,WWE-UIE,27.51097869873047,0.9028580784797668
LSUI,4012.jpg,Mild,4.780290126800537,WWE-UIE,28.656856536865234,0.9281908869743347
LSUI,4005.jpg,Moderate,7.142219066619873,Uniform guide,28.68181037902832,0.9121578335762024
LSUI,4006.jpg,Severe,8.204176902770996,Uniform guide,24.32443618774414,0.9198394417762756
LSUI,4007.jpg,Moderate,5.983578681945801,Uniform guide,15.75318431854248,0.7259654402732849
LSUI,4008.jpg,Moderate,7.077466011047363,Uniform guide,20.13575553894043,0.8319613337516785
LSUI,4009.jpg,Mild,3.8136162757873535,Uniform guide,26.612159729003906,0.8827727437019348
LSUI,4010.jpg,Moderate,7.371936321258545,Uniform guide,23.734813690185547,0.9110508561134338
LSUI,4011.jpg,Moderate,6.98835563659668,Uniform guide,22.1799259185791,0.8654346466064453
LSUI,4012.jpg,Mild,4.780290126800537,Uniform guide,23.031776428222656,0.8853839039802551
LSUI,4005.jpg,Moderate,7.142219066619873,PROTEUS,29.65032386779785,0.9196386337280273
LSUI,4006.jpg,Severe,8.204176902770996,PROTEUS,26.51258659362793,0.9304124712944031
LSUI,4007.jpg,Moderate,5.983578681945801,PROTEUS,18.392202377319336,0.8606346249580383
LSUI,4008.jpg,Moderate,7.077466011047363,PROTEUS,30.383560180664062,0.9200766086578369
LSUI,4009.jpg,Mild,3.8136162757873535,PROTEUS,27.633312225341797,0.8812296390533447
LSUI,4010.jpg,Moderate,7.371936321258545,PROTEUS,28.211868286132812,0.9285566210746765
LSUI,4011.jpg,Moderate,6.98835563659668,PROTEUS,27.909067153930664,0.9061548113822937
LSUI,4012.jpg,Mild,4.780290126800537,PROTEUS,30.1975040435791,0.9319117665290833
LSUI,4013.jpg,Mild,5.88251256942749,Input,20.025497436523438,0.8462150692939758
LSUI,4014.jpg,Moderate,6.120448112487793,Input,20.530757904052734,0.8396193981170654
LSUI,4015.jpg,Mild,5.938263893127441,Input,21.34149742126465,0.839263916015625
LSUI,4016.jpg,Moderate,7.021871089935303,Input,24.089948654174805,0.7991833686828613
LSUI,4017.jpg,Moderate,7.123383045196533,Input,22.541481018066406,0.8536025881767273
LSUI,4018.jpg,Severe,7.99863862991333,Input,22.346303939819336,0.7779731750488281
LSUI,4019.jpg,Mild,3.246859073638916,Input,23.527687072753906,0.912935733795166
LSUI,4020.jpg,Moderate,7.858482837677002,Input,21.35179328918457,0.8205706477165222
LSUI,4013.jpg,Mild,5.88251256942749,WWE-UIE,27.63544273376465,0.9351832270622253
LSUI,4014.jpg,Moderate,6.120448112487793,WWE-UIE,29.328004837036133,0.9338420033454895
LSUI,4015.jpg,Mild,5.938263893127441,WWE-UIE,29.343311309814453,0.9400299191474915
LSUI,4016.jpg,Moderate,7.021871089935303,WWE-UIE,30.995500564575195,0.8740285038948059
LSUI,4017.jpg,Moderate,7.123383045196533,WWE-UIE,30.972274780273438,0.9133963584899902
LSUI,4018.jpg,Severe,7.99863862991333,WWE-UIE,29.507171630859375,0.8770726323127747
LSUI,4019.jpg,Mild,3.246859073638916,WWE-UIE,31.645172119140625,0.955485999584198
LSUI,4020.jpg,Moderate,7.858482837677002,WWE-UIE,29.627826690673828,0.9151789546012878
LSUI,4013.jpg,Mild,5.88251256942749,Uniform guide,24.669414520263672,0.9097340106964111
LSUI,4014.jpg,Moderate,6.120448112487793,Uniform guide,28.18376922607422,0.9043809771537781
LSUI,4015.jpg,Mild,5.938263893127441,Uniform guide,24.682849884033203,0.9053165316581726
LSUI,4016.jpg,Moderate,7.021871089935303,Uniform guide,28.714609146118164,0.9245839715003967
LSUI,4017.jpg,Moderate,7.123383045196533,Uniform guide,30.02389144897461,0.930902898311615
LSUI,4018.jpg,Severe,7.99863862991333,Uniform guide,16.757783889770508,0.7638490200042725
LSUI,4019.jpg,Mild,3.246859073638916,Uniform guide,30.42150115966797,0.9542352557182312
LSUI,4020.jpg,Moderate,7.858482837677002,Uniform guide,28.59820556640625,0.9421259760856628
LSUI,4013.jpg,Mild,5.88251256942749,PROTEUS,26.564197540283203,0.9298245310783386
LSUI,4014.jpg,Moderate,6.120448112487793,PROTEUS,30.726716995239258,0.9313211441040039
LSUI,4015.jpg,Mild,5.938263893127441,PROTEUS,30.15023422241211,0.9454628825187683
LSUI,4016.jpg,Moderate,7.021871089935303,PROTEUS,29.513015747070312,0.8619902729988098
LSUI,4017.jpg,Moderate,7.123383045196533,PROTEUS,30.98722267150879,0.9396771788597107
LSUI,4018.jpg,Severe,7.99863862991333,PROTEUS,29.830371856689453,0.8902786374092102
LSUI,4019.jpg,Mild,3.246859073638916,PROTEUS,29.80620574951172,0.954078733921051
LSUI,4020.jpg,Moderate,7.858482837677002,PROTEUS,30.087177276611328,0.931471586227417
LSUI,4021.jpg,Moderate,7.8203816413879395,Input,23.851451873779297,0.8984324336051941
LSUI,4022.jpg,Mild,2.4422860145568848,Input,20.75015640258789,0.900424063205719
LSUI,4023.jpg,Mild,4.880586624145508,Input,20.669845581054688,0.8832417130470276
LSUI,4024.jpg,Mild,5.9804911613464355,Input,19.014026641845703,0.8228530287742615
LSUI,4025.jpg,Moderate,7.743285655975342,Input,16.34465789794922,0.8426160216331482
LSUI,4026.jpg,Moderate,7.060817241668701,Input,16.77523422241211,0.8524513840675354
LSUI,4027.jpg,Moderate,7.412188529968262,Input,21.229703903198242,0.8281862735748291
LSUI,4028.jpg,Moderate,6.671209812164307,Input,14.795025825500488,0.8232551217079163
LSUI,4021.jpg,Moderate,7.8203816413879395,WWE-UIE,31.44594383239746,0.9111964702606201
LSUI,4022.jpg,Mild,2.4422860145568848,WWE-UIE,28.58492088317871,0.9373432993888855
LSUI,4023.jpg,Mild,4.880586624145508,WWE-UIE,28.57129669189453,0.9348964691162109
LSUI,4024.jpg,Mild,5.9804911613464355,WWE-UIE,31.328535079956055,0.9425346851348877
LSUI,4025.jpg,Moderate,7.743285655975342,WWE-UIE,26.29734230041504,0.9311308860778809
LSUI,4026.jpg,Moderate,7.060817241668701,WWE-UIE,30.536603927612305,0.9129867553710938
LSUI,4027.jpg,Moderate,7.412188529968262,WWE-UIE,27.921890258789062,0.9137217998504639
LSUI,4028.jpg,Moderate,6.671209812164307,WWE-UIE,25.358978271484375,0.9110081791877747
LSUI,4021.jpg,Moderate,7.8203816413879395,Uniform guide,29.70966148376465,0.8411005139350891
LSUI,4022.jpg,Mild,2.4422860145568848,Uniform guide,30.141813278198242,0.9407690167427063
LSUI,4023.jpg,Mild,4.880586624145508,Uniform guide,29.703433990478516,0.9349011778831482
LSUI,4024.jpg,Mild,5.9804911613464355,Uniform guide,25.25018882751465,0.9081182479858398
LSUI,4025.jpg,Moderate,7.743285655975342,Uniform guide,22.71796989440918,0.8872860074043274
LSUI,4026.jpg,Moderate,7.060817241668701,Uniform guide,29.6983699798584,0.9129993915557861
LSUI,4027.jpg,Moderate,7.412188529968262,Uniform guide,24.98855972290039,0.9120866656303406
LSUI,4028.jpg,Moderate,6.671209812164307,Uniform guide,19.215938568115234,0.8939984440803528
LSUI,4021.jpg,Moderate,7.8203816413879395,PROTEUS,31.105449676513672,0.8715865015983582
LSUI,4022.jpg,Mild,2.4422860145568848,PROTEUS,30.05526351928711,0.9403775334358215
LSUI,4023.jpg,Mild,4.880586624145508,PROTEUS,30.52821159362793,0.9368640780448914
LSUI,4024.jpg,Mild,5.9804911613464355,PROTEUS,31.023517608642578,0.9412940144538879
LSUI,4025.jpg,Moderate,7.743285655975342,PROTEUS,28.643814086914062,0.936277449131012
LSUI,4026.jpg,Moderate,7.060817241668701,PROTEUS,28.403730392456055,0.9142811298370361
LSUI,4027.jpg,Moderate,7.412188529968262,PROTEUS,26.81635284423828,0.9061641693115234
LSUI,4028.jpg,Moderate,6.671209812164307,PROTEUS,22.88420867919922,0.9086591601371765
LSUI,4029.jpg,Severe,8.336767196655273,Input,20.51453399658203,0.8647441864013672
LSUI,4030.jpg,Moderate,6.506617546081543,Input,21.437665939331055,0.8060348629951477
LSUI,4031.jpg,Mild,5.755914211273193,Input,21.01872444152832,0.8221657872200012
LSUI,4032.jpg,Mild,5.450655937194824,Input,20.983896255493164,0.877255916595459
LSUI,4033.jpg,Moderate,7.377198219299316,Input,16.054134368896484,0.7614290118217468
LSUI,4034.jpg,Mild,4.9652252197265625,Input,19.969554901123047,0.8668937087059021
LSUI,4035.jpg,Moderate,6.737344741821289,Input,22.84420394897461,0.8312251567840576
LSUI,4036.jpg,Mild,5.713453769683838,Input,19.75286865234375,0.8398826122283936
LSUI,4029.jpg,Severe,8.336767196655273,WWE-UIE,26.423980712890625,0.9249438643455505
LSUI,4030.jpg,Moderate,6.506617546081543,WWE-UIE,30.122167587280273,0.9180436730384827
LSUI,4031.jpg,Mild,5.755914211273193,WWE-UIE,29.19577407836914,0.924544095993042
LSUI,4032.jpg,Mild,5.450655937194824,WWE-UIE,28.000370025634766,0.9546601176261902
LSUI,4033.jpg,Moderate,7.377198219299316,WWE-UIE,18.22111701965332,0.8175085186958313
LSUI,4034.jpg,Mild,4.9652252197265625,WWE-UIE,28.940078735351562,0.9414544701576233
LSUI,4035.jpg,Moderate,6.737344741821289,WWE-UIE,31.180328369140625,0.9127829670906067
LSUI,4036.jpg,Mild,5.713453769683838,WWE-UIE,30.83395004272461,0.9400172829627991
LSUI,4029.jpg,Severe,8.336767196655273,Uniform guide,25.78818130493164,0.9357082843780518
LSUI,4030.jpg,Moderate,6.506617546081543,Uniform guide,23.656579971313477,0.8945915102958679
LSUI,4031.jpg,Mild,5.755914211273193,Uniform guide,29.96627426147461,0.9225553870201111
LSUI,4032.jpg,Mild,5.450655937194824,Uniform guide,27.596736907958984,0.9494115710258484
LSUI,4033.jpg,Moderate,7.377198219299316,Uniform guide,21.563871383666992,0.8468921184539795
LSUI,4034.jpg,Mild,4.9652252197265625,Uniform guide,27.049938201904297,0.9297121167182922
LSUI,4035.jpg,Moderate,6.737344741821289,Uniform guide,28.158233642578125,0.9023445248603821
LSUI,4036.jpg,Mild,5.713453769683838,Uniform guide,27.374473571777344,0.9198617339134216
LSUI,4029.jpg,Severe,8.336767196655273,PROTEUS,30.4433536529541,0.9444284439086914
LSUI,4030.jpg,Moderate,6.506617546081543,PROTEUS,30.208751678466797,0.922882616519928
LSUI,4031.jpg,Mild,5.755914211273193,PROTEUS,30.866703033447266,0.9272584319114685
LSUI,4032.jpg,Mild,5.450655937194824,PROTEUS,28.08884048461914,0.9518287777900696
LSUI,4033.jpg,Moderate,7.377198219299316,PROTEUS,25.65448760986328,0.8988208770751953
LSUI,4034.jpg,Mild,4.9652252197265625,PROTEUS,29.678367614746094,0.9416022896766663
LSUI,4035.jpg,Moderate,6.737344741821289,PROTEUS,31.1426944732666,0.9331914782524109
LSUI,4036.jpg,Mild,5.713453769683838,PROTEUS,30.39862060546875,0.9390046000480652
LSUI,4037.jpg,Mild,2.854731798171997,Input,19.187820434570312,0.8592638969421387
LSUI,4038.jpg,Mild,4.230754852294922,Input,22.42418098449707,0.8941071033477783
LSUI,4039.jpg,Mild,4.053245544433594,Input,23.512447357177734,0.8674781322479248
LSUI,4040.jpg,Severe,8.63021183013916,Input,20.44124984741211,0.8532728552818298
LSUI,4041.jpg,Moderate,6.68104887008667,Input,21.582683563232422,0.8792285919189453
LSUI,4042.jpg,Mild,3.945629596710205,Input,13.957178115844727,0.8527914881706238
LSUI,4043.jpg,Mild,5.8959245681762695,Input,21.575275421142578,0.8527619242668152
LSUI,4044.jpg,Mild,5.618427753448486,Input,18.133800506591797,0.8149760365486145
LSUI,4037.jpg,Mild,2.854731798171997,WWE-UIE,27.47055435180664,0.9228237271308899
LSUI,4038.jpg,Mild,4.230754852294922,WWE-UIE,30.07332992553711,0.9299089312553406
LSUI,4039.jpg,Mild,4.053245544433594,WWE-UIE,29.855310440063477,0.9326269030570984
LSUI,4040.jpg,Severe,8.63021183013916,WWE-UIE,29.510881423950195,0.9328370094299316
LSUI,4041.jpg,Moderate,6.68104887008667,WWE-UIE,29.348186492919922,0.9190511703491211
LSUI,4042.jpg,Mild,3.945629596710205,WWE-UIE,24.17629623413086,0.9062933325767517
LSUI,4043.jpg,Mild,5.8959245681762695,WWE-UIE,27.983247756958008,0.9104089736938477
LSUI,4044.jpg,Mild,5.618427753448486,WWE-UIE,24.61876106262207,0.8772149085998535
LSUI,4037.jpg,Mild,2.854731798171997,Uniform guide,29.239606857299805,0.9229921698570251
LSUI,4038.jpg,Mild,4.230754852294922,Uniform guide,29.590587615966797,0.925795316696167
LSUI,4039.jpg,Mild,4.053245544433594,Uniform guide,31.09493637084961,0.9364609718322754
LSUI,4040.jpg,Severe,8.63021183013916,Uniform guide,28.050159454345703,0.8893366456031799
LSUI,4041.jpg,Moderate,6.68104887008667,Uniform guide,29.32508659362793,0.9195484519004822
LSUI,4042.jpg,Mild,3.945629596710205,Uniform guide,26.835845947265625,0.9227407574653625
LSUI,4043.jpg,Mild,5.8959245681762695,Uniform guide,28.69666290283203,0.9162434935569763
LSUI,4044.jpg,Mild,5.618427753448486,Uniform guide,17.881101608276367,0.7778939604759216
LSUI,4037.jpg,Mild,2.854731798171997,PROTEUS,30.540721893310547,0.9256592392921448
LSUI,4038.jpg,Mild,4.230754852294922,PROTEUS,29.947399139404297,0.92816561460495
LSUI,4039.jpg,Mild,4.053245544433594,PROTEUS,31.46636199951172,0.9377041459083557
LSUI,4040.jpg,Severe,8.63021183013916,PROTEUS,30.986574172973633,0.9375303387641907
LSUI,4041.jpg,Moderate,6.68104887008667,PROTEUS,29.21542739868164,0.9179608225822449
LSUI,4042.jpg,Mild,3.945629596710205,PROTEUS,22.85985565185547,0.916691243648529
LSUI,4043.jpg,Mild,5.8959245681762695,PROTEUS,27.591936111450195,0.9138720035552979
LSUI,4044.jpg,Mild,5.618427753448486,PROTEUS,20.447917938232422,0.8664663434028625
LSUI,4045.jpg,Mild,4.738607406616211,Input,21.27945899963379,0.8711939454078674
LSUI,4046.jpg,Moderate,7.249732971191406,Input,21.921588897705078,0.8821666240692139
LSUI,4047.jpg,Mild,4.409542083740234,Input,18.712814331054688,0.8795204162597656
LSUI,4048.jpg,Moderate,6.046258926391602,Input,19.392547607421875,0.8431363105773926
LSUI,4049.jpg,Moderate,6.017709255218506,Input,18.01185417175293,0.877669095993042
LSUI,4050.jpg,Mild,4.853328704833984,Input,22.78378677368164,0.8784976005554199
LSUI,4051.jpg,Mild,5.304409980773926,Input,23.763896942138672,0.8736770153045654
LSUI,4052.jpg,Moderate,6.729787349700928,Input,22.205108642578125,0.8602368235588074
LSUI,4045.jpg,Mild,4.738607406616211,WWE-UIE,29.0859317779541,0.921596348285675
LSUI,4046.jpg,Moderate,7.249732971191406,WWE-UIE,29.96514892578125,0.9350040555000305
LSUI,4047.jpg,Mild,4.409542083740234,WWE-UIE,29.23975372314453,0.9429886341094971
LSUI,4048.jpg,Moderate,6.046258926391602,WWE-UIE,29.339181900024414,0.9268139004707336
LSUI,4049.jpg,Moderate,6.017709255218506,WWE-UIE,29.459232330322266,0.9372778534889221
LSUI,4050.jpg,Mild,4.853328704833984,WWE-UIE,31.001262664794922,0.9362459182739258
LSUI,4051.jpg,Mild,5.304409980773926,WWE-UIE,29.34627914428711,0.9023515582084656
LSUI,4052.jpg,Moderate,6.729787349700928,WWE-UIE,31.84319496154785,0.9349691271781921
LSUI,4045.jpg,Mild,4.738607406616211,Uniform guide,29.473297119140625,0.9150640368461609
LSUI,4046.jpg,Moderate,7.249732971191406,Uniform guide,28.40793228149414,0.9442665576934814
LSUI,4047.jpg,Mild,4.409542083740234,Uniform guide,29.962974548339844,0.9405205845832825
LSUI,4048.jpg,Moderate,6.046258926391602,Uniform guide,29.491912841796875,0.9270430207252502
LSUI,4049.jpg,Moderate,6.017709255218506,Uniform guide,26.406455993652344,0.9276787638664246
LSUI,4050.jpg,Mild,4.853328704833984,Uniform guide,31.025146484375,0.9336846470832825
LSUI,4051.jpg,Mild,5.304409980773926,Uniform guide,27.959423065185547,0.850405752658844
LSUI,4052.jpg,Moderate,6.729787349700928,Uniform guide,29.598526000976562,0.9369282722473145
LSUI,4045.jpg,Mild,4.738607406616211,PROTEUS,29.417341232299805,0.9165851473808289
LSUI,4046.jpg,Moderate,7.249732971191406,PROTEUS,30.692407608032227,0.9341692924499512
LSUI,4047.jpg,Mild,4.409542083740234,PROTEUS,31.00802993774414,0.9434299468994141
LSUI,4048.jpg,Moderate,6.046258926391602,PROTEUS,30.038875579833984,0.9283466935157776
LSUI,4049.jpg,Moderate,6.017709255218506,PROTEUS,29.395742416381836,0.9364979863166809
LSUI,4050.jpg,Mild,4.853328704833984,PROTEUS,31.174476623535156,0.9357288479804993
LSUI,4051.jpg,Mild,5.304409980773926,PROTEUS,31.35659408569336,0.9159502387046814
LSUI,4052.jpg,Moderate,6.729787349700928,PROTEUS,32.37257385253906,0.938362181186676
LSUI,4053.jpg,Severe,9.078924179077148,Input,20.940898895263672,0.7876406311988831
LSUI,4054.jpg,Mild,3.721860885620117,Input,21.906803131103516,0.8615452647209167
LSUI,4055.jpg,Moderate,7.636536598205566,Input,24.14202117919922,0.9034897685050964
LSUI,4056.jpg,Moderate,7.737483978271484,Input,16.571388244628906,0.8577577471733093
LSUI,4057.jpg,Moderate,6.967933654785156,Input,21.724895477294922,0.8146753311157227
LSUI,4058.jpg,Mild,5.898067474365234,Input,20.06082534790039,0.871306836605072
LSUI,4059.jpg,Mild,5.378448009490967,Input,21.95726776123047,0.8163099884986877
LSUI,4060.jpg,Severe,8.881986618041992,Input,19.091842651367188,0.7891640663146973
LSUI,4053.jpg,Severe,9.078924179077148,WWE-UIE,31.86128807067871,0.8757184147834778
LSUI,4054.jpg,Mild,3.721860885620117,WWE-UIE,30.23990249633789,0.9412153363227844
LSUI,4055.jpg,Moderate,7.636536598205566,WWE-UIE,31.034982681274414,0.9054446220397949
LSUI,4056.jpg,Moderate,7.737483978271484,WWE-UIE,22.071613311767578,0.9224531054496765
LSUI,4057.jpg,Moderate,6.967933654785156,WWE-UIE,31.10722541809082,0.9217198491096497
LSUI,4058.jpg,Mild,5.898067474365234,WWE-UIE,29.518327713012695,0.9359181523323059
LSUI,4059.jpg,Mild,5.378448009490967,WWE-UIE,30.72359275817871,0.9226968884468079
LSUI,4060.jpg,Severe,8.881986618041992,WWE-UIE,27.2137451171875,0.9108224511146545
LSUI,4053.jpg,Severe,9.078924179077148,Uniform guide,23.16697883605957,0.8267763257026672
LSUI,4054.jpg,Mild,3.721860885620117,Uniform guide,19.20128631591797,0.873814582824707
LSUI,4055.jpg,Moderate,7.636536598205566,Uniform guide,29.83213233947754,0.8498108386993408
LSUI,4056.jpg,Moderate,7.737483978271484,Uniform guide,18.259902954101562,0.9130608439445496
LSUI,4057.jpg,Moderate,6.967933654785156,Uniform guide,27.896329879760742,0.9155185222625732
LSUI,4058.jpg,Mild,5.898067474365234,Uniform guide,28.755203247070312,0.9336676001548767
